1.822768,-0.053313730000000004
1.887635,-0.06821494
1.7840580000000004,-0.044614539999999994
1.7466490000000001,-0.07141223
1.7525550000000003,-0.06051195
1.740065,-0.02464495
1.47842,-1.6807450000000004
1.536256,-1.86932
1.480297,-1.832524
1.506814,-1.815878
1.511196,-1.858764
1.5547520000000001,-1.835127
1.234652,-3.3768649999999996
1.2538250000000002,-3.278304
1.305099,-3.2580530000000003
1.26056,-3.269775
1.230077,-3.2747219999999997
1.312247,-3.3458240000000004
1.258578,-4.770666
1.2563520000000001,-4.816706
1.2841770000000001,-4.812772
1.232287,-4.74816
1.194082,-4.844987
1.3013590000000002,-4.7733110000000005
1.220799,-6.022774
1.234278,-6.043950000000001
1.1697739999999999,-6.107061
1.2035930000000001,-6.011138
1.321669,-6.061745
1.250654,-6.1597480000000004
1.077806,-7.101037000000001
1.011101,-7.099419
1.050174,-7.090609000000001
1.223273,-6.995793000000001
0.8795313,-7.175020999999999
0.9566105,-7.102001
1.1964679999999999,-7.855721
1.152514,-7.898885
1.1765839999999999,-7.909139000000001
1.158108,-7.930426
1.283118,-8.082075
1.3489090000000001,-8.011964
0.06461552000000001,-8.088423
0.10474429999999998,-8.055239
0.029790079999999997,-8.051838
0.1018057,-8.051489
0.005244451999999999,-8.054779
0.08548320000000001,-8.059879
-0.1469556,-7.151965
-0.06749853,-7.208025999999999
-0.03535741,-7.187855000000001
-0.09478911,-7.212546000000001
-0.01128641,-7.2475369999999995
-0.08117308000000001,-7.290117
-0.1308133,-6.007154
0.011739709999999999,-6.06863
0.007396311,-6.051126
0.0589827,-6.1232869999999995
0.12555290000000002,-6.129901
0.06567687,-6.102387
0.012254989999999999,-4.553653
0.01771806,-4.562709
0.04095802,-4.675826
0.1055876,-4.697074
0.03291938,-4.7297270000000005
0.04549528,-4.6978279999999994
0.06683053,-3.3730110000000004
0.001375009,-3.3948790000000004
0.15577049999999998,-3.333754
0.1591373,-3.411627
0.1614351,-3.431287
0.26876360000000005,-3.4616279999999997
0.4224028000000001,-1.760453
0.40677620000000003,-1.773818
0.4414344,-1.8345090000000002
0.5304849,-1.8579559999999997
0.5363857,-1.908624
0.5139501,-1.8617350000000001
0.6346643000000001,-0.2824412
0.4312424,-0.19786600000000001
0.5353351,-0.2175811
0.5618163,-0.2374899
0.6029408,-0.30739140000000004
0.6415858,-0.26898069999999996
-0.7143601,0.04397889000000001
-0.684744,-0.21051770000000003
-0.6925699,-0.06626005
-0.3226,-0.01184553
-0.6155913,-0.09024553999999999
-0.6149814,-0.1552892
-0.9874449000000001,-1.438515
-0.9600671999999999,-1.481218
-0.9589589000000001,-1.501896
-0.9031416,-1.555039
-0.8974490999999999,-1.516772
